address,price,options,price_m2
"Quadra 602 Conjunto 5 C, RECANTO DAS EMAS, RECANTO DAS EMAS",220.000,"['Venda Casa 150 m²', '3 Quartos', '1 Suíte', '3 Vagas']",1.466
"Condomínio Residencial Mansões Itaipu, JARDIM BOTANICO, BRASILIA",1.800.000,"['Venda Casa Condominio 422 m²', '4 Quartos', '4 Suítes', '6 Vagas']",4.265
"SRES Quadra 4, VELHO, CRUZEIRO",960.000,"['Venda Casa 120 m²', '3 Quartos', '1 Suíte', '5 Vagas']",8.000
"SQNW 108 Bloco D, NOROESTE, BRASILIA",3.097.000,"['Venda Apartamento 254 m²', '2 Quartos', '2 Suítes', '2 Vagas']",12.192
"Quadra 16 Conjunto P, SOBRADINHO, SOBRADINHO",750.000,"['Venda Casa 198 m²', '4 Quartos', '3 Suítes', '3 Vagas']",3.787
"Habitaccional Vicente Pires, VICENTE PIRES, VICENTE PIRES",949.000,"['Venda Casa Condominio 180 m²', '3 Quartos', '3 Suítes', '2 Vagas']",5.272
"RODOVIA BR 0020 KM 12,5, ALTO DA BOA VISTA, SOBRADINHO",1.100.000,"['Venda Casa Condominio 201 m²', '3 Quartos', '2 Suítes', '4 Vagas']",5.472
"SMLN ML Trecho 3 Conjunto 3, LAGO NORTE, BRASILIA",4.500.000,"['Venda Casa 680 m²', '5 Quartos', '3 Suítes', '5 Vagas']",6.617
"SMLN ML Trecho 4 Conjunto 3, LAGO NORTE, BRASILIA",12.000.000,"['Venda Casa 422 m²', '3 Quartos', '3 Suítes', '5 Vagas']",28.436
"Rua 12, VICENTE PIRES, VICENTE PIRES",1.500.000,"['Venda Casa Condominio 276 m²', '4 Quartos', '3 Suítes', '4 Vagas']",5.434
"Rua 8 Chacará 12, VIAL SAO JOSE, TAGUATINGA",350.000,"['Venda Casa 150 m²', '3 Quartos', '1 Vaga']",2.333
"Avenida das Araucárias, SUL, AGUAS CLARAS",1.190.000,['Venda Loja 240 m²'],4.958
"QR 112 Conjunto 10 A, SAMAMBAIA SUL, SAMAMBAIA",212.467,"['Venda Apartamento 45 m²', '2 Quartos', '1 Vaga']",4.721
"Quadra 103, NORTE, AGUAS CLARAS",495.000,"['Venda Apartamento 65 m²', '2 Quartos', '1 Vaga']",7.615
"SQN 315, ASA NORTE, BRASILIA",1.850.000,"['Venda Apartamento 130 m²', '3 Quartos', '1 Suíte', '1 Vaga']",14.230
"SEPS 705/905, ASA SUL, BRASILIA",200.000,['Venda Sala 32 m²'],6.250
"SQNW 106, NOROESTE, BRASILIA",1.270.000,"['Venda Apartamento 87 m²', '2 Quartos', '1 Suíte', '2 Vagas']",14.575
"SQNW 111 Bloco G, NOROESTE, BRASILIA",1.945.403,"['Venda Apartamento 152 m²', '4 Quartos', '4 Suítes', '3 Vagas']",12.746
"Rodovia DF 420, SETOR DE MANSOES DE SOBRADINHO, SOBRADINHO",730.000,"['Venda Casa 561 m²', '5 Quartos', '5 Suítes']",1.301
"Rodovia DF 440, NOVA COLINA, SOBRADINHO",295.000,"['Venda Rural 2,00 ha']",14
"SHIN QL 5 Conjunto 3, LAGO NORTE, BRASILIA",2.700.000,"['Venda Casa 890 m²', '4 Quartos', '4 Suítes', '3 Vagas']",3.033
"SQS 411 Bloco L, ASA SUL, BRASILIA",760.000,"['Venda Apartamento 77 m²', '3 Quartos']",9.842
"Rua 4, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",1.398.000,"['Venda Casa 210 m²', '3 Quartos', '2 Suítes', '4 Vagas']",6.657
"Avenida das Araucárias, SUL, AGUAS CLARAS",980.000,"['Venda Apartamento 128 m²', '4 Quartos', '2 Suítes', '3 Vagas']",7.656
"NUCLEO RURAL LAGO OESTE, NUCLEO RURAL LAGO OESTE, SOBRADINHO",1.280.000,"['Venda Rural 0,04 ha', '4 Quartos', '4 Suítes']",3.200
"RODOVIA BR 0020 KM 12,5, ALTO DA BOA VISTA, SOBRADINHO",429.000,['Venda Lote/Terreno 576 m²'],744
"QSE Área Especial 11, TAGUATINGA SUL, TAGUATINGA",259.990,"['Venda Apartamento 49 m²', '2 Quartos', '1 Vaga']",5.305
"SQS 415 BLOCO U, ASA SUL, BRASILIA",550.000,"['Venda Apartamento 60 m²', '2 Quartos']",9.166
"QNN 11, CEILANDIA NORTE, CEILANDIA",205.000,"['Venda Apartamento 47 m²', '2 Quartos', '1 Vaga']",4.361
"CLN 7 Bloco F, RIACHO FUNDO, RIACHO FUNDO",130.000,"['Venda Apartamento 34 m²', '1 Quarto', '1 Suíte']",3.823
"QS 401 CONJUNTO B, SAMAMBAIA NORTE, SAMAMBAIA",155.000,"['Venda Apartamento 40 m²', '1 Quarto', '1 Vaga']",3.831
"SRTVS, ASA SUL, BRASILIA",220.000,['Venda Sala 30 m²'],7.333
"Condomínio Solar de Brasília, JARDIM BOTANICO, BRASILIA",2.300.000,"['Venda Casa 800 m²', '4 Quartos', '4 Vagas']",2.875
"SQNW 310 Bloco I, NOROESTE, BRASILIA",2.950.000,"['Venda Apartamento 297 m²', '4 Quartos', '4 Suítes', '4 Vagas']",9.932
"Avenida das Araucárias, SUL, AGUAS CLARAS",1.590.000,"['Venda Apartamento 180 m²', '4 Quartos', '4 Suítes', '3 Vagas']",8.833
"SCRN 704/705 Bloco D, ASA NORTE, BRASILIA",550.000,"['Venda Apartamento 62 m²', '2 Quartos']",8.826
"SQNW 302 Bloco E, NOROESTE, BRASILIA",900.000,"['Venda Apartamento 64 m²', '2 Quartos', '1 Suíte', '2 Vagas']",14.062
"SQNW 302 Bloco A, NOROESTE, BRASILIA",870.000,"['Venda Apartamento 71 m²', '2 Quartos', '1 Suíte', '2 Vagas']",12.253
"SHS Quadra 06 Conjunto A Bloco D, ASA SUL, BRASILIA",340.000,"['Venda Apartamento 42 m²', '1 Quarto', '1 Suíte']",8.095
"QND 38, TAGUATINGA NORTE, TAGUATINGA",1.099.000,"['Venda Casa 410 m²', '6 Quartos', '6 Suítes', '6 Vagas']",2.680
"Rua 4A, VICENTE PIRES, VICENTE PIRES",250.000,"['Venda Apartamento 58 m²', '2 Quartos', '1 Vaga']",4.310
"Condomínio Vivendas Bela Vista, GRANDE COLORADO, SOBRADINHO",1.399.000,"['Venda Casa Condominio 450 m²', '3 Quartos', '3 Suítes', '4 Vagas']",3.108
"SHA Conjunto 5 Chacará 18, ARNIQUEIRAS, AGUAS CLARAS",320.000,['Venda Lote/Terreno 340 m²'],941
"Rua 4, VICENTE PIRES, VICENTE PIRES",980.000,"['Venda Casa 350 m²', '3 Quartos', '3 Suítes', '4 Vagas']",2.800
"Rua Babaçu, SUL, AGUAS CLARAS",2.200.000,"['Venda Apartamento 245 m²', '3 Quartos', '3 Suítes', '4 Vagas']",8.979
"CA 09, LAGO NORTE, BRASILIA",465.000,"['Venda Apartamento 53 m²', '2 Quartos', '1 Vaga']",8.694
"Quadra 209, SUL, AGUAS CLARAS",715.000,"['Venda Apartamento 94 m²', '3 Quartos', '2 Suítes', '2 Vagas']",7.606
"SHIN QI 7, LAGO NORTE, BRASILIA",1.950.000,"['Venda Casa 450 m²', '4 Quartos', '2 Suítes', '4 Vagas']",4.333
"SAUS Quadra 04 Lote 9/10, ASA SUL, BRASILIA",220.000,"['Venda Sala 27 m²', '2 Vagas']",8.148
"Avenida Jacarandá, SUL, AGUAS CLARAS",259.000,"['Venda Kitnet 36 m²', '1 Quarto', '1 Suíte', '1 Vaga']",7.109
"Chacará 65A, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",740.000,"['Venda Casa 300 m²', '4 Quartos', '5 Vagas']",2.466
"SHCGN 715 Bloco Q, ASA NORTE, BRASILIA",1.600.000,"['Venda Casa 306 m²', '6 Quartos', '2 Suítes', '4 Vagas']",5.228
"Rua 37, SUL, AGUAS CLARAS",580.000,"['Venda Apartamento 69 m²', '3 Quartos', '1 Suíte', '1 Vaga']",8.405
"SMPW Quadra 24, PARK WAY, BRASILIA",1.280.000,"['Venda Casa Condominio 600 m²', '7 Quartos', '4 Suítes', '3 Vagas']",2.133
"Avenida São Francisco, PONTE ALTA, GAMA",780.000,"['Venda Casa Condominio 270 m²', '3 Quartos', '3 Suítes', '2 Vagas']",2.888
"QNN 11, CEILANDIA NORTE, CEILANDIA",220.000,"['Venda Apartamento 65 m²', '2 Quartos', '1 Vaga']",3.384
"SQNW 106, NOROESTE, BRASILIA",1.810.000,"['Venda Apartamento 130 m²', '3 Quartos', '3 Suítes', '2 Vagas']",13.923
"Rua 500 Lote 502, SETOR MEIRELES, SANTA MARIA",46.000,"['Venda Apartamento 47 m²', '2 Quartos']",978
"Rua DAS CARNAUBAS, NORTE, AGUAS CLARAS",479.000,"['Venda Apartamento 67 m²', '2 Quartos', '1 Suíte', '2 Vagas']",7.149
"Condomínio Solar da Serra, JARDIM BOTANICO, BRASILIA",930.000,"['Venda Casa Condominio 230 m²', '3 Quartos', '1 Suíte']",4.043
"Rua 25, NORTE, AGUAS CLARAS",887.603,"['Venda Apartamento 112 m²', '3 Quartos', '2 Suítes', '2 Vagas']",7.924
"Condomínio Estancia Quintas da Alvorada, JARDIM BOTANICO, BRASILIA",620.000,['Venda Lote/Terreno 600 m²'],1.033
"Quadra 2, SOBRADINHO, SOBRADINHO",530.000,"['Venda Casa 177 m²', '3 Quartos', '1 Suíte', '5 Vagas']",2.994
"SQS 408 Bloco T, ASA SUL, BRASILIA",640.000,"['Venda Apartamento 74 m²', '3 Quartos']",8.648
"SHIS QI 21 Conjunto 4, LAGO SUL, BRASILIA",2.900.000,"['Venda Casa 560 m²', '5 Quartos', '3 Suítes', '4 Vagas']",5.178
"CLN 407 Bloco E, ASA NORTE, BRASILIA",450.000,['Venda Loja 84 m²'],5.357
"SQNW 311 Bloco J, NOROESTE, BRASILIA",2.200.000,"['Venda Apartamento 154 m²', '3 Quartos', '3 Suítes', '3 Vagas']",14.285
"Setor SAGOCA Lote 4 - Residencial Itamaraty, TAGUATINGA NORTE, TAGUATINGA",225.000,"['Venda Apartamento 48 m²', '2 Quartos', '1 Vaga']",4.687
"Quadra 15 Conjunto D, SOBRADINHO, SOBRADINHO",435.000,"['Venda Casa 257 m²', '6 Quartos', '1 Suíte', '6 Vagas']",1.687
"Avenida Parque Águas Claras Conjunto 2, NORTE, AGUAS CLARAS",2.250.000,"['Venda Apartamento 314 m²', '4 Quartos', '4 Suítes', '4 Vagas']",7.154
"RODOVIA BR 0020 KM 12,5, ALTO DA BOA VISTA, SOBRADINHO",930.000,"['Venda Casa Condominio 170 m²', '3 Quartos', '1 Suíte', '2 Vagas']",5.470
"Condomínio Jardins do Lago, JARDIM BOTANICO, BRASILIA",1.800.000,"['Venda Casa Condominio 504 m²', '5 Quartos', '3 Suítes']",3.570
"Chacará 36, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",880.000,"['Venda Casa 360 m²', '4 Quartos', '3 Suítes']",2.444
"Área Especial 02, GUARA II, GUARA",518.081,"['Venda Apartamento 56 m²', '2 Quartos', '1 Suíte', '2 Vagas']",9.130
"SHIN QI 2 Conjunto 6, LAGO NORTE, BRASILIA",2.598.000,"['Venda Casa 652 m²', '7 Quartos', '5 Suítes', '4 Vagas']",3.984
"SQNW 306 Bloco H, NOROESTE, BRASILIA",2.491.534,"['Venda Apartamento 194 m²', '4 Quartos', '4 Suítes', '5 Vagas']",12.788
"CNB 10, TAGUATINGA NORTE, TAGUATINGA",250.000,"['Venda Apartamento 54 m²', '1 Quarto', '1 Vaga']",4.629
"SGCV Lote 1, PARK SUL, BRASILIA",370.000,"['Venda Hotel Flat 40 m²', '1 Quarto']",9.250
"SGCV, PARK SUL, BRASILIA",320.000,"['Venda Apartamento 40 m²', '2 Quartos', '1 Vaga']",8.000
"Condomínio Jardim Europa II, GRANDE COLORADO, SOBRADINHO",849.000,"['Venda Casa Condominio 317 m²', '4 Quartos', '2 Suítes', '4 Vagas']",2.673
"SHA Conjunto 6, ARNIQUEIRAS, AGUAS CLARAS",1.800.000,"['Venda Casa Condominio 300 m²', '4 Quartos', '4 Suítes', '4 Vagas']",6.000
"Rua DAS CARNAUBAS, NORTE, AGUAS CLARAS",250.000,['Venda Loja 44 m²'],5.681
"Rua 4, VICENTE PIRES, VICENTE PIRES",1.980.000,"['Venda Casa Condominio 342 m²', '4 Quartos', '4 Suítes', '4 Vagas']",5.789
"SMT Conjunto 11, TAGUATINGA SUL, TAGUATINGA",1.450.000,"['Venda Casa 1150 m²', '6 Quartos', '4 Suítes', '10 Vagas']",1.260
"EQS 414/415, ASA SUL, BRASILIA",850.000,"['Venda Casa 300 m²', '6 Quartos', '1 Suíte', '4 Vagas']",2.833
"QC 8, JARDINS MANGUEIRAL, BRASILIA",400.000,"['Venda Casa 70 m²', '2 Quartos', '2 Vagas']",5.714
"Rua 6, VICENTE PIRES, VICENTE PIRES",1.300.000,"['Venda Casa Condominio 280 m²', '4 Quartos', '4 Suítes', '4 Vagas']",4.642
"Rua 3 Chacará 75, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",670.000,"['Venda Casa Condominio 220 m²', '3 Quartos', '1 Suíte', '3 Vagas']",3.045
"SQSW 500 Bloco I, SUDOESTE, BRASILIA",2.323.000,"['Venda Apartamento 172 m²', '4 Quartos', '4 Suítes', '3 Vagas']",13.505
"SHA Conjunto 4 Chacará 83A, ARNIQUEIRAS, AGUAS CLARAS",800.000,"['Venda Casa Condominio 200 m²', '3 Quartos', '3 Suítes', '2 Vagas']",4.000
"CA 02, LAGO NORTE, BRASILIA",411.803,"['Venda Apartamento 36 m²', '1 Quarto', '1 Vaga']",11.438
"Quadra 204, SUL, AGUAS CLARAS",550.000,"['Venda Apartamento 83 m²', '3 Quartos', '1 Suíte', '1 Vaga']",6.626
"CA 11, LAGO NORTE, BRASILIA",325.000,"['Venda Apartamento 28 m²', '1 Quarto', '1 Vaga']",11.607
"SHIGS 706, ASA SUL, BRASILIA",1.450.000,"['Venda Casa 348 m²', '4 Quartos', '1 Suíte', '1 Vaga']",4.166
"SHIN QL 6, LAGO NORTE, BRASILIA",2.800.000,"['Venda Casa 776 m²', '4 Quartos', '4 Suítes', '6 Vagas']",3.608
"SQN 402, ASA NORTE, BRASILIA",3.425.000,"['Venda Apartamento 340 m²', '4 Quartos', '1 Suíte', '2 Vagas']",10.073
"SHA Conjunto 3 Chacará 81, ARNIQUEIRAS, AGUAS CLARAS",670.000,"['Venda Casa Condominio 200 m²', '3 Quartos', '2 Suítes', '4 Vagas']",3.350
"Rua 3, VICENTE PIRES, VICENTE PIRES",500.000,"['Venda Casa Condominio 180 m²', '4 Quartos', '8 Vagas']",2.777
"SQNW 305 Bloco A, NOROESTE, BRASILIA",1.150.000,"['Venda Apartamento 79 m²', '2 Quartos', '1 Suíte', '2 Vagas']",14.556
"CLN 302, ASA NORTE, BRASILIA",155.000,['Venda Sala 21 m²'],7.380
"SQNW 303 Bloco K, NOROESTE, BRASILIA",2.727.246,"['Venda Apartamento 196 m²', '4 Quartos', '4 Suítes', '4 Vagas']",13.913
"SQS 102, ASA SUL, BRASILIA",1.900.000,"['Venda Apartamento 170 m²', '4 Quartos', '1 Suíte', '1 Vaga']",11.176
"Condomínio Solar de Brasília, JARDIM BOTANICO, BRASILIA",2.300.000,"['Venda Casa Condominio 600 m²', '5 Quartos', '3 Suítes', '4 Vagas']",3.833
"RODOVIA DF 0150 KM 4,5, SETOR HABITACIONAL CONTAGEM, SOBRADINHO",450.000,"['Venda Casa Condominio 140 m²', '3 Quartos', '2 Suítes', '4 Vagas']",3.214
"Condomínio Belvedere Green, JARDIM BOTANICO, BRASILIA",750.000,"['Venda Casa Condominio 200 m²', '2 Quartos', '1 Suíte', '2 Vagas']",3.750
"SQNW 306 Bloco H, NOROESTE, BRASILIA",2.767.724,"['Venda Apartamento 215 m²', '4 Quartos', '4 Suítes', '5 Vagas']",12.873
"SQNW 306 Bloco H, NOROESTE, BRASILIA",2.442.000,"['Venda Apartamento 194 m²', '4 Quartos', '4 Suítes', '4 Vagas']",12.587
"CSG 3, TAGUATINGA SUL, TAGUATINGA",485.000,"['Venda Apartamento 95 m²', '1 Quarto', '1 Suíte', '1 Vaga']",5.105
"Terceira Avenida Área Especial 12, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",230.000,"['Venda Apartamento 54 m²', '3 Quartos']",4.259
"SQNW 307 Bloco H, NOROESTE, BRASILIA",1.060.437,"['Venda Apartamento 73 m²', '2 Quartos', '1 Suíte', '2 Vagas']",14.526
"SHA Conjunto 4 Chacará 56A, ARNIQUEIRAS, AGUAS CLARAS",1.450.000,"['Venda Casa 400 m²', '4 Quartos', '4 Suítes', '3 Vagas']",3.625
"CA 05, LAGO NORTE, BRASILIA",520.000,"['Venda Apartamento 53 m²', '2 Quartos', '1 Vaga']",9.811
"Rua 2, VICENTE PIRES, VICENTE PIRES",1.500.000,"['Venda Casa Condominio 250 m²', '3 Quartos', '3 Suítes', '6 Vagas']",6.000
"Rua 8, VICENTE PIRES, VICENTE PIRES",410.000,['Venda Lote/Terreno 525 m²'],780
"SQSW 103 Bloco H, SUDOESTE, BRASILIA",2.200.000,"['Venda Apartamento 204 m²', '4 Quartos', '1 Suíte', '2 Vagas']",10.784
"Condomínio Jardim Europa II, GRANDE COLORADO, SOBRADINHO",799.000,"['Venda Casa Condominio 330 m²', '5 Quartos', '3 Suítes', '4 Vagas']",2.421
"SCS Quadra 02 Bloco B Lote 20, ASA SUL, BRASILIA",650.000,"['Venda Sala 100 m²', '1 Vaga']",6.500
"Rua 12 Chacará 138, VICENTE PIRES, VICENTE PIRES",990.000,"['Venda Casa Condominio 300 m²', '4 Quartos', '1 Suíte', '3 Vagas']",3.300
"QS 3, AREAL, AGUAS CLARAS",437.000,['Venda Loja 46 m²'],9.341
"SQNW 305 Bloco A, NOROESTE, BRASILIA",1.050.000,"['Venda Apartamento 82 m²', '2 Quartos', '1 Suíte', '1 Vaga']",12.804
"Rua 4B Chacará 284, VICENTE PIRES, VICENTE PIRES",1.300.000,"['Venda Casa 1000 m²', '4 Quartos', '2 Suítes', '6 Vagas']",1.300
"Rua 5, SUL, AGUAS CLARAS",450.000,"['Venda Apartamento 52 m²', '1 Quarto', '1 Suíte', '1 Vaga']",8.653
"SHIS QL 26, LAGO SUL, BRASILIA",2.725.000,"['Venda Casa 300 m²', '4 Quartos', '4 Suítes', '4 Vagas']",9.083
"Rua 31, NORTE, AGUAS CLARAS",245.000,"['Venda Apartamento 33 m²', '1 Quarto', '1 Suíte', '1 Vaga']",7.388
"SQS 208 Bloco G, ASA SUL, BRASILIA",980.000,"['Venda Apartamento 85 m²', '2 Quartos', '1 Vaga']",11.529
"SQNW 110 Bloco D, NOROESTE, BRASILIA",1.850.000,"['Venda Apartamento 126 m²', '3 Quartos', '1 Suíte', '2 Vagas']",14.682
"Rua 10, VICENTE PIRES, VICENTE PIRES",1.049.000,"['Venda Casa Condominio 260 m²', '3 Quartos', '3 Suítes', '4 Vagas']",4.034
"SHN Quadra 1 Bloco D, ASA NORTE, BRASILIA",310.000,"['Venda Hotel Flat 27 m²', '1 Quarto', '1 Suíte', '1 Vaga']",11.481
"CLNW 10/11, NOROESTE, BRASILIA",450.000,"['Venda Apartamento 42 m²', '1 Quarto', '1 Suíte', '1 Vaga']",10.714
"Condomínio Vivendas Bela Vista, GRANDE COLORADO, SOBRADINHO",1.700.000,"['Venda Casa Condominio 640 m²', '4 Quartos', '4 Suítes', '4 Vagas']",2.656
"RODOVIA DF 0425 KM 1,5, SETOR HABITACIONAL CONTAGEM, SOBRADINHO",399.000,"['Venda Casa Condominio 105 m²', '3 Quartos', '1 Suíte', '2 Vagas']",3.800
"Rua 3 Chacará 44, VICENTE PIRES, VICENTE PIRES",1.350.000,"['Venda Casa 340 m²', '4 Quartos', '4 Suítes']",3.970
"Quadra 1 Conjunto E, SOBRADINHO, SOBRADINHO",4.500.000,['Venda Lote/Terreno 2100 m²'],2.142
"SHIGS 710, ASA SUL, BRASILIA",1.800.000,"['Venda Casa 170 m²', '5 Quartos', '1 Suíte', '2 Vagas']",10.588
"QNP 34 Conjunto G, CEILANDIA SUL, CEILANDIA",289.000,"['Venda Casa 70 m²', '2 Quartos', '2 Vagas']",4.128
"SHIS QI 15 Chacará S 33 A 40, LAGO SUL, BRASILIA",6.000.000,"['Venda Casa 900 m²', '5 Quartos', '5 Suítes', '4 Vagas']",6.666
"Rua 12, VICENTE PIRES, VICENTE PIRES",850.000,"['Venda Casa Condominio 260 m²', '3 Quartos', '2 Suítes', '4 Vagas']",3.269
"AOS 01, OCTOGONAL, BRASILIA",730.000,"['Venda Apartamento 67 m²', '3 Quartos', '1 Suíte', '1 Vaga']",10.895
"Região dos Lagos, CONDOMINIO RK, SOBRADINHO",1.100.000,"['Venda Casa Condominio 501 m²', '4 Quartos', '4 Suítes', '2 Vagas']",2.195
"RODOVIA DF 0250 KM 2,5, REGIAO DOS LAGOS, SOBRADINHO",580.000,"['Venda Casa Condominio 290 m²', '3 Quartos', '1 Suíte', '4 Vagas']",2.000
"Cond Residencial Dom Francisco Qd AC, RECANTO DAS EMAS, RECANTO DAS EMAS",98.000,"['Venda Casa Condominio 80 m²', '3 Quartos', '1 Suíte', '2 Vagas']",1.225
"Condomínio Vivendas Colorado, GRANDE COLORADO, SOBRADINHO",1.800.000,"['Venda Casa Condominio 500 m²', '5 Quartos', '5 Suítes', '3 Vagas']",3.600
"Rua 4 Chacará 293, VICENTE PIRES, VICENTE PIRES",1.300.000,['Venda Lote/Terreno 1500 m²'],866
"Condomínio Jardim Europa II, GRANDE COLORADO, SOBRADINHO",850.000,"['Venda Casa Condominio 270 m²', '3 Quartos', '1 Suíte', '2 Vagas']",3.148
"SMLN MI Trecho 13 Conjunto 1, LAGO NORTE, BRASILIA",3.000.000,"['Venda Casa 650 m²', '6 Quartos', '6 Suítes', '4 Vagas']",4.615
"SCLRN 713 Bloco C, ASA NORTE, BRASILIA",1.000.020,['Venda Loja 250 m²'],4.000
"Condomínio Estancia Quintas da Alvorada, JARDIM BOTANICO, BRASILIA",1.500.000,"['Venda Casa Condominio 280 m²', '3 Quartos', '3 Suítes', '4 Vagas']",5.357
"SRTVS, ASA SUL, BRASILIA",559.990,"['Venda Sala 64 m²', '2 Vagas']",8.749
"SQSW 500 Bloco I, SUDOESTE, BRASILIA",2.509.758,"['Venda Apartamento 172 m²', '4 Quartos', '4 Suítes', '3 Vagas']",14.551
"SHIN QI 6, LAGO NORTE, BRASILIA",2.500.000,"['Venda Casa 329 m²', '4 Quartos', '2 Suítes', '3 Vagas']",7.598
"SQS 408 Bloco B, ASA SUL, BRASILIA",625.000,"['Venda Apartamento 60 m²', '2 Quartos', '1 Suíte']",10.416
"CA 05, LAGO NORTE, BRASILIA",229.000,"['Venda Kitnet 25 m²', '1 Quarto', '1 Vaga']",9.160
"SQNW 111 Bloco G, NOROESTE, BRASILIA",1.945.403,"['Venda Apartamento 152 m²', '4 Quartos', '4 Suítes', '3 Vagas']",12.746
"Rodovia DF 150, GRANDE COLORADO, SOBRADINHO",1.290.000,"['Venda Rural 0,06 ha', '3 Quartos', '2 Suítes', '2 Vagas']",2.150
"Quadra 10, SOBRADINHO, SOBRADINHO",699.000,"['Venda Casa 345 m²', '4 Quartos', '2 Suítes', '3 Vagas']",2.026
"Condomínio Belvedere Green, JARDIM BOTANICO, BRASILIA",5.000.000,"['Venda Rural 0,12 ha', '6 Suítes', '20 Vagas']",4.166
"SHA Conjunto 4, ARNIQUEIRAS, AGUAS CLARAS",730.000,"['Venda Casa Condominio 160 m²', '3 Quartos', '1 Suíte', '2 Vagas']",4.562
"SQN 213, ASA NORTE, BRASILIA",3.500.000,"['Venda Apartamento 272 m²', '4 Quartos', '4 Suítes', '3 Vagas']",12.867
"Rua 8, VICENTE PIRES, VICENTE PIRES",840.000,"['Venda Casa Condominio 220 m²', '3 Quartos', '3 Suítes', '2 Vagas']",3.818
"SHIS QL 18 Conjunto 1, LAGO SUL, BRASILIA",40.000.000,"['Venda Casa 2000 m²', '6 Quartos', '6 Suítes', '10 Vagas']",20.000
"SHA Conjunto 5 Chacará 104, ARNIQUEIRAS, AGUAS CLARAS",870.000,"['Venda Casa 480 m²', '3 Quartos', '2 Suítes', '2 Vagas']",1.812
"Avenida das Castanheiras, NORTE, AGUAS CLARAS",390.000,"['Venda Apartamento 67 m²', '2 Quartos', '1 Suíte', '1 Vaga']",5.820
"Rua MANACA, NORTE, AGUAS CLARAS",495.000,"['Venda Apartamento 79 m²', '3 Quartos', '1 Suíte', '1 Vaga']",6.265
"Agrícola Águas Claras Chacará 30, GUARA I, GUARA",1.249.900,"['Venda Casa Condominio 350 m²', '3 Quartos', '3 Suítes', '10 Vagas']",3.571
"Condomínio Jardim Europa II, GRANDE COLORADO, SOBRADINHO",140.000,"['Venda Apartamento 55 m²', '1 Quarto', '1 Suíte']",2.504
"Rua 10, VICENTE PIRES, VICENTE PIRES",1.300.000,"['Venda Casa 800 m²', '3 Quartos', '2 Suítes', '4 Vagas']",1.625
"Área Especial 4 Módulo E, GUARA II, GUARA",580.000,"['Venda Apartamento 62 m²', '2 Quartos', '1 Vaga']",9.354
"QNA 46, TAGUATINGA NORTE, TAGUATINGA",1.400.000,"['Venda Casa 407 m²', '4 Quartos', '4 Suítes', '3 Vagas']",3.439
"Avenida Flamboyant, NORTE, AGUAS CLARAS",320.000,"['Venda Kitnet 38 m²', '1 Quarto', '2 Vagas']",8.421
"CLSW 101, SUDOESTE, BRASILIA",159.000,"['Venda Kitnet 23 m²', '1 Quarto']",6.913
"CNB 2, TAGUATINGA NORTE, TAGUATINGA",335.000,"['Venda Apartamento 77 m²', '3 Quartos', '1 Vaga']",4.350
"MC 2, CONDOMÍNIO IMPÉRIO DOS NOBRES, SOBRADINHO",95.000,"['Venda Rural 0,25 ha']",38
"Residencial 2 Quadra U, ALPHAVILLE BRASILIA, ALPHAVILLE",950.000,"['Venda Casa 465 m²', '4 Quartos', '3 Suítes', '4 Vagas']",2.043
"SMPW Quadra 11 Conjunto 1, PARK WAY, BRASILIA",1.300.000,"['Venda Casa 394 m²', '4 Quartos', '4 Suítes', '2 Vagas']",3.299
"SHIN QI 8 Conjunto 12, LAGO NORTE, BRASILIA",2.950.000,"['Venda Casa 618 m²', '5 Quartos', '5 Suítes', '4 Vagas']",4.772
"Quadra 2 Conjunto B, SETOR DE INDUSTRIAS BERNARDO SAYAO, NUCLEO BANDEIRANTE",8.000.000,['Venda Prédio 1670 m²'],4.790
"SMPW Quadra 9 Conjunto 3, PARK WAY, BRASILIA",2.500.000,"['Venda Casa Condominio 1000 m²', '7 Quartos', '4 Suítes', '10 Vagas']",2.500
"QMSW 5 Lote 8, SUDOESTE, BRASILIA",225.000,"['Venda Kitnet 27 m²', '1 Quarto', '1 Suíte']",8.181
"Condomínio Solar de Brasília, JARDIM BOTANICO, BRASILIA",2.700.000,"['Venda Casa Condominio 400 m²', '3 Quartos', '3 Suítes', '4 Vagas']",6.750
"Rua 3 Chacará 86, VICENTE PIRES, VICENTE PIRES",1.070.000,"['Venda Casa Condominio 400 m²', '4 Quartos', '3 Suítes', '4 Vagas']",2.675
"Quadra C 3, TAGUATINGA CENTRO, TAGUATINGA",190.000,"['Venda Apartamento 54 m²', '2 Quartos', '1 Vaga']",3.518
"SQN 116 Bloco B, ASA NORTE, BRASILIA",2.400.000,"['Venda Apartamento 173 m²', '4 Quartos', '2 Suítes', '2 Vagas']",13.872
"RODOVIA BR 0020 KM 12,5, ALTO DA BOA VISTA, SOBRADINHO",1.800.000,"['Venda Casa Condominio 370 m²', '4 Quartos', '3 Suítes', '4 Vagas']",4.864
