Cidade,Bairro,Preco,M²,Tipo,Quarto,Vaga,Suíte
aguas-claras,,485.000,65,Apartamento,2,1,
aguas-claras,,1.100.000,140,Apartamento,4,2,2
aguas-claras,,685.000,93,Apartamento,3,2,
aguas-claras,,220.000,30,Flat,1,1,
aguas-claras,,479.000,103,Apartamento,1,2,1
aguas-claras,,455.580,68,Apartamento,2,1,1
aguas-claras,,787.203,87,Apartamento,3,2,1
aguas-claras,,690.000,82,Apartamento,3,1,1
aguas-claras,,659.000,107,Apartamento,4,1,2
aguas-claras,,2.500.000,860,Galpão,,,
aguas-claras,,190.000,42,Apartamento,2,1,
aguas-claras,,570.000,78,Apartamento,3,2,1
aguas-claras,,650.000,300,Casa,5,4,2
aguas-claras,,426.900,70,Apartamento,3,1,1
aguas-claras,,640.000,96,Apartamento,3,1,1
aguas-claras,,360.000,74,Sala,,1,
aguas-claras,,801.510,101,Apartamento,3,2,1
aguas-claras,,980.000,280,Casa,3,4,3
aguas-claras,,320.000,400,Lote/Terreno,,,
aguas-claras,,705.000,107,Apartamento,3,1,1
aguas-claras,,550.000,69,Apartamento,3,1,1
aguas-claras,,490.000,400,Casa,2,,1
aguas-claras,,280.000,65,Apartamento,3,2,1
aguas-claras,,1.270.000,490,Casa,5,8,1
aguas-claras,,650.000,92,Apartamento,3,2,2
aguas-claras,,280.000,32,Apartamento,1,1,1
aguas-claras,,720.000,128,Apartamento,3,1,1
aguas-claras,,280.000,37,Apartamento,1,1,
aguas-claras,,552.000,69,Apartamento,3,1,1
aguas-claras,,520.000,70,Apartamento,3,1,1
aguas-claras,,850.000,360,Casa,4,8,1
taguatinga,,168.000,64,Apartamento,2,1,
taguatinga,,620.000,252,Casa,5,3,1
taguatinga,,320.000,48,Apartamento,2,1,
taguatinga,,485.000,200,Casa,3,3,1
taguatinga,,480.000,200,Casa,3,3,1
taguatinga,,750.000,230,Casa,4,8,1
taguatinga,,360.000,88,Apartamento,3,,
taguatinga,,398.000,68,Apartamento,3,1,1
taguatinga,,385.000,64,Apartamento,3,1,1
taguatinga,,155.000,34,Apartamento,1,,
taguatinga,,169.900,50,Apartamento,2,,
taguatinga,,345.000,65,Apartamento,3,1,1
taguatinga,,110.000,33,Flat,1,,1
taguatinga,,360.000,200,Casa,3,3,
taguatinga,,252.000,48,Apartamento,2,1,
taguatinga,,550.000,120,Apartamento,4,1,1
taguatinga,,480.000,80,Apartamento,3,1,1
taguatinga,,310.000,60,Apartamento,2,1,1
taguatinga,,340.000,68,Apartamento,1,1,1
taguatinga,,380.000,74,Apartamento,3,1,1
taguatinga,,335.000,67,Apartamento,3,1,1
taguatinga,,180.000,30,Sala,,,
taguatinga,,280.000,65,Apartamento,2,1,
taguatinga,,1.000.000,320,Casa,4,5,2
taguatinga,,318.000,68,Apartamento,3,1,1
taguatinga,,140.000,32,Flat,1,,1
taguatinga,,347.000,65,Apartamento,3,1,1
taguatinga,,330.000,66,Apartamento,3,1,1
taguatinga,,400.000,160,Casa,4,2,1
taguatinga,,235.000,68,Apartamento,2,1,
taguatinga,,890.000,370,Casa,5,5,2
taguatinga,,440.000,150,Casa,4,3,1
taguatinga,,1.250.000,400,Casa,6,2,3
taguatinga,,295.000,62,Apartamento,3,1,1
taguatinga,,280.000,65,Apartamento,2,,
taguatinga,,380.000,88,Apartamento,3,1,1
taguatinga,,225.000,48,Apartamento,2,1,
taguatinga,,140.000,36,Flat,1,1,
taguatinga,,450.000,250,Casa,3,2,1
taguatinga,,1.450.000,500,Casa,6,10,4
taguatinga,,150.000,50,Apartamento,2,,
taguatinga,,5.200.000,1200,Comercial,,,
taguatinga,,1.050.000,406,Casa,5,3,7
taguatinga,,1.100.000,350,Casa,6,4,4
taguatinga,,1.260.000,260,Casa,3,6,3
taguatinga,,750.000,232,Apartamento,3,2,1
taguatinga,,495.000,94,Apartamento,1,2,1
taguatinga,,570.000,210,Casa,3,3,
taguatinga,,310.000,49,Apartamento,2,1,
taguatinga,,230.000,58,Apartamento,2,,
taguatinga,,240.000,47,Apartamento,2,1,
taguatinga,,1.200.000,280,Prédio,,,
taguatinga,,1.300.000,95,Loja,,1,
taguatinga,,245.000,50,Apartamento,2,1,
taguatinga,,1.150.000,386,Apartamento,4,3,4
taguatinga,,250.000,44,Apartamento,2,1,1
taguatinga,,248.000,37,Apartamento,1,1,1
taguatinga,,259.990,49,Apartamento,2,1,
taguatinga,,1.280.000,431,Casa,4,2,4
taguatinga,,163.000,44,Apartamento,2,1,
taguatinga,,525.000,150,Casa,5,3,1
taguatinga,,200.000,60,Apartamento,2,1,
taguatinga,,225.000,47,Apartamento,2,1,
taguatinga,,659.000,300,Casa,3,4,1
taguatinga,,230.000,51,Apartamento,2,1,1
taguatinga,,989.000,480,Casa,4,10,4
taguatinga,,8.850.000,,,3,6,1
taguatinga,,250.000,50,Apartamento,2,1,1
taguatinga,,1.149.000,360,Loja,,,
taguatinga,,600.000,235,Prédio,,,
taguatinga,,329.000,59,Apartamento,2,1,1
taguatinga,,1.550.000,330,Casa,4,8,4
taguatinga,,485.000,200,Casa,3,3,1
taguatinga,,340.000,73,Apartamento,2,1,1
taguatinga,,288.300,25,Sala,,,
taguatinga,,1.500.000,310,Casa,4,6,2
taguatinga,,245.000,50,Apartamento,1,1,
taguatinga,,75.000,22,Flat,1,,
taguatinga,,345.000,64,Apartamento,3,1,1
taguatinga,,1.380.000,423,Casa,4,4,4
taguatinga,,250.000,54,Apartamento,1,1,
taguatinga,,490.000,218,Casa,4,3,1
taguatinga,,299.000,52,Loja,,,
taguatinga,,125.000,34,Apartamento,1,1,
taguatinga,,1.050.000,270,Casa,3,6,2
taguatinga,,143.000,28,Sala,,,
taguatinga,,270.000,27,Sala,,,
taguatinga,,1.150.000,300,Casa,4,2,2
taguatinga,,218.000,57,Apartamento,2,1,
taguatinga,,775.000,400,Casa,5,5,3
taguatinga,,598.000,100,Apartamento,3,1,1
taguatinga,,1.200.000,387,Casa,5,4,1
taguatinga,,399.999,300,Lote/Terreno,,,
taguatinga,,670.000,147,Apartamento,4,1,1
taguatinga,,328.000,48,Apartamento,2,1,
taguatinga,,199.000,55,Apartamento,2,,
taguatinga,,1.100.000,340,Casa,3,2,2
taguatinga,,460.000,150,Casa,4,4,
taguatinga,,250.000,52,Apartamento,2,1,1
taguatinga,,620.000,230,Casa,4,4,2
taguatinga,,950.000,175,Apartamento,4,2,4
taguatinga,,450.000,64,Apartamento,2,1,1
taguatinga,,481.392,120,Apartamento,1,1,1
taguatinga,,2.150.000,403,Prédio,,,
taguatinga,,500.000,200,Casa,6,1,1
taguatinga,,232.000,47,Apartamento,1,1,1
taguatinga,,700.000,260,Casa,3,6,1
taguatinga,,1.280.000,300,Casa,4,2,4
taguatinga,,600.000,94,Apartamento,3,1,1
taguatinga,,366.000,71,Apartamento,3,1,1
taguatinga,,1.900.000,440,Casa,4,6,3
taguatinga,,830.000,460,Casa,4,3,1
taguatinga,,380.000,122,Apartamento,3,,1
taguatinga,,1.100.000,175,Apartamento,4,2,4
taguatinga,,355.000,74,Apartamento,2,1,1
taguatinga,,1.200.000,360,Casa,4,8,4
taguatinga,,890.000,1060,Prédio,,,
taguatinga,,210.000,55,Apartamento,2,1,
taguatinga,,1.099.000,410,Casa,6,6,6
taguatinga,,275.000,74,Apartamento,3,1,
taguatinga,,670.000,147,Apartamento,4,,1
taguatinga,,420.000,90,Apartamento,2,2,1
taguatinga,,185.000,29,Apartamento,1,1,
taguatinga,,780.000,300,Casa,3,6,1
taguatinga,,279.000,85,Apartamento,3,2,1
taguatinga,,210.000,23,Sala,,1,
taguatinga,,550.000,120,Apartamento,3,1,1
taguatinga,,250.000,52,Apartamento,2,1,
taguatinga,,550.000,105,Apartamento,2,2,
taguatinga,,215.000,82,Apartamento,2,1,
taguatinga,,510.000,92,Apartamento,3,,1
taguatinga,,240.000,63,Apartamento,2,,
taguatinga,,190.000,55,Apartamento,2,,
taguatinga,,700.000,260,Casa,3,6,1
taguatinga,,760.000,168,Casa,4,3,1
taguatinga,,1.500.000,500,Casa,4,4,4
taguatinga,,1.280.000,400,Casa,4,4,2
taguatinga,,177.000,54,Apartamento,2,,
taguatinga,,730.000,408,Casa,4,6,1
taguatinga,,769.000,300,Casa,5,5,2
taguatinga,,1.450.000,1150,Casa,6,10,4
taguatinga,,1.049.000,300,Casa,5,2,2
taguatinga,,400.000,67,Apartamento,3,1,1
taguatinga,,1.330.000,450,Casa,5,4,2
taguatinga,,700.000,106,Casa,3,3,1
taguatinga,,280.000,50,Apartamento,2,1,1
taguatinga,,210.000,62,Apartamento,2,1,
taguatinga,,480.000,300,Casa,4,,2
taguatinga,,180.000,29,Sala,,,
taguatinga,,220.000,55,Apartamento,2,1,
taguatinga,,248.000,52,Apartamento,2,1,1
taguatinga,,990.000,,,3,,1
taguatinga,,185.000,76,Apartamento,2,,1
taguatinga,,235.000,68,Apartamento,2,,
taguatinga,,240.000,71,Apartamento,2,,1
taguatinga,,390.000,123,Apartamento,3,1,1
taguatinga,,2.200.000,585,Casa,4,6,2
taguatinga,,230.000,36,Apartamento,1,1,1
taguatinga,,188.000,65,Apartamento,2,,
taguatinga,,449.000,74,Apartamento,2,1,1
taguatinga,,190.000,65,Apartamento,2,1,
taguatinga,,740.000,340,Casa,3,4,1
taguatinga,,85.000,28,Sala,,,
taguatinga,,2.200.000,950,Casa,8,10,6
taguatinga,,1.300.000,200,Casa,4,,1
taguatinga,,280.000,62,Apartamento,3,2,1
taguatinga,,335.000,77,Apartamento,3,1,
taguatinga,,220.000,67,Apartamento,3,2,
taguatinga,,305.000,92,Apartamento,3,1,
taguatinga,,220.000,60,Apartamento,3,1,1
taguatinga,,97.500,22,Flat,1,1,1
taguatinga,,200.000,63,Apartamento,2,1,
taguatinga,,179.000,58,Apartamento,2,,
taguatinga,,314.900,47,Apartamento,1,1,1
taguatinga,,280.000,48,Apartamento,1,1,1
taguatinga,,250.000,54,Apartamento,1,1,1
taguatinga,,350.000,150,Casa,3,1,
taguatinga,,135.000,55,Apartamento,2,,
taguatinga,,460.000,82,Apartamento,3,1,1
taguatinga,,285.000,67,Apartamento,2,1,1
taguatinga,,145.000,32,Apartamento,1,1,1
taguatinga,,97.000,22,Flat,1,1,1
taguatinga,,1.500.000,369,Casa,4,6,2
taguatinga,,199.750,34,Loja,,1,
taguatinga,,290.000,96,Apartamento,3,1,
taguatinga,,150.000,300,Lote/Terreno,,,
taguatinga,,192.000,52,Apartamento,2,,
taguatinga,,485.000,95,Apartamento,1,1,1
taguatinga,,840.000,350,Casa,4,8,1
taguatinga,,269.000,43,Apartamento,2,1,
taguatinga,,170.000,50,Apartamento,2,1,
taguatinga,,219.000,56,Apartamento,2,,
taguatinga,,355.000,64,Apartamento,2,1,1
taguatinga,,3.500.000,560,Prédio,,,
taguatinga,,760.000,360,Casa,5,4,1
taguatinga,,190.000,44,Apartamento,2,,
taguatinga,,1.290.000,408,Casa,4,4,2
taguatinga,,210.000,65,Apartamento,2,,1
taguatinga,,125.000,34,Flat,1,1,1
taguatinga,,670.000,147,Apartamento,4,1,2
taguatinga,,245.000,37,Kitnet,1,2,
taguatinga,,240.000,64,Apartamento,2,1,
taguatinga,,175.000,43,Apartamento,2,,
taguatinga,,480.000,360,Casa,3,4,2
taguatinga,,750.000,179,Casa,3,4,1
taguatinga,,1.300.000,650,Casa,6,,4
taguatinga,,195.000,70,Apartamento,3,,
taguatinga,,220.000,68,Apartamento,2,,
taguatinga,,790.000,163,Apartamento,4,2,2
taguatinga,,165.000,65,Apartamento,2,,
taguatinga,,286.482,56,Apartamento,2,1,1
taguatinga,,490.000,83,Apartamento,2,1,1
taguatinga,,1.219.000,469,Casa,6,4,5
taguatinga,,285.000,51,Apartamento,2,1,1
taguatinga,,1.400.000,407,Casa,4,3,4
taguatinga,,1.000.000,500,Casa,4,4,3
taguatinga,,189.900,54,Apartamento,2,,
taguatinga,,900.000,254,Loja,,,
taguatinga,,550.000,118,Apartamento,3,1,1
taguatinga,,195.000,55,Apartamento,2,1,
taguatinga,,650.000,350,Comercial,8,,
taguatinga,,165.000,27,Sala,,,
taguatinga,,1.000.000,370,Casa,4,3,1
taguatinga,,430.000,160,Casa,3,3,1
taguatinga,,450.000,150,Casa,4,5,
taguatinga,,195.000,0,Apartamento,2,,
taguatinga,,850.000,250,Apartamento,2,4,
taguatinga,,220.000,65,Apartamento,2,,
taguatinga,,1.400.000,300,Loja,3,,1
taguatinga,,296.000,59,Apartamento,2,1,1
taguatinga,,420.000,200,Casa,3,3,1
taguatinga,,520.000,82,Apartamento,2,1,1
taguatinga,,135.000,22,Flat,1,,1
taguatinga,,649.000,380,Casa,4,4,1
taguatinga,,579.990,200,Casa,2,2,1
taguatinga,,210.000,56,Apartamento,2,1,
taguatinga,,350.000,250,Casa,3,4,1
taguatinga,,380.000,64,Apartamento,3,1,1
taguatinga,,250.000,74,Apartamento,3,,
taguatinga,,720.000,157,Casa,5,4,2
taguatinga,,890.000,350,Loja,,,
taguatinga,,2.000.000,890,Prédio,,8,
taguatinga,,200.000,52,Apartamento,2,,1
taguatinga,,590.000,220,Casa,3,4,1
taguatinga,,250.000,21,Sala,,,
taguatinga,,182.000,26,Sala,,1,
taguatinga,,1.800.000,756,Galpão,,,
taguatinga,,3.500.000,400,Comercial,,,
taguatinga,,210.000,63,Apartamento,2,2,
taguatinga,,880.000,280,Casa,6,,2
taguatinga,,250.000,26,Sala,,,
taguatinga,,230.000,70,Apartamento,3,1,1
taguatinga,,1.250.000,550,Casa,5,6,3
taguatinga,,2.000.000,890,Prédio,18,8,
taguatinga,,550.000,118,Apartamento,3,1,1
taguatinga,,560.000,98,Apartamento,3,1,1
taguatinga,,850.000,300,Casa,3,4,3
taguatinga,,4.100.000,1400,Prédio,,,
taguatinga,,90.000,21,Flat,1,,
taguatinga,,295.000,47,Apartamento,1,1,1
taguatinga,,1.790.000,550,Casa,4,5,2
taguatinga,,315.000,65,Apartamento,2,1,1
taguatinga,,250.000,56,Apartamento,2,1,1
taguatinga,,480.000,200,Casa,3,5,2
taguatinga,,145.000,44,Apartamento,1,,
taguatinga,,790.000,200,Casa,5,8,3
taguatinga,,250.000,69,Apartamento,3,1,1
taguatinga,,250.000,57,Loja,,,
taguatinga,,1.100.000,300,Casa,4,4,3
taguatinga,,130.000,30,Sala,,,
taguatinga,,1.300.000,559,Prédio,,,
taguatinga,,8.500.000,1680,Prédio,,20,
taguatinga,,600.000,600,Lote/Terreno,,,
taguatinga,,5.200.000,1076,Prédio,,,
taguatinga,,425.000,150,Casa,5,3,
taguatinga,,380.000,88,Apartamento,3,1,
taguatinga,,1.280.000,400,Casa,4,10,4
taguatinga,,5.850.000,,,4,,
taguatinga,,450.000,269,Casa,4,3,1
taguatinga,,349.999,45,Sala,,,
taguatinga,,1.100.000,500,Casa,10,9,3
taguatinga,,320.000,200,Casa,3,2,
taguatinga,,745.000,257,Casa,5,2,
taguatinga,,680.000,340,Lote/Terreno,,,
taguatinga,,250.000,262,Casa,4,3,1
taguatinga,,219.900,49,Apartamento,2,1,
taguatinga,,210.000,67,Apartamento,2,1,
taguatinga,,340.000,179,Casa,4,2,1
taguatinga,,980.000,441,Casa,6,2,3
taguatinga,,614.990,87,Apartamento,3,1,1
taguatinga,,345.000,64,Apartamento,3,1,1
taguatinga,,160.000,50,Apartamento,2,1,
taguatinga,,230.000,60,Apartamento,2,1,
taguatinga,,800.000,400,Casa,4,2,2
taguatinga,,1.150.000,386,Apartamento,4,3,4
taguatinga,,90.000,30,Sala,,,
taguatinga,,570.000,250,Casa,3,8,1
taguatinga,,244.000,33,Sala,,,
taguatinga,,450.000,82,Apartamento,3,,2
taguatinga,,350.000,200,Casa,3,3,1
vicente-pires,,1.300.000,430,Casa,3,2,3
vicente-pires,,1.300.000,280,Casa,4,4,4
vicente-pires,,1.100.000,300,Casa,3,6,3
vicente-pires,,1.300.000,480,Casa,4,4,3
vicente-pires,,1.300.000,400,Casa,4,4,4
vicente-pires,,1.100.000,400,Casa,3,4,2
vicente-pires,,1.350.000,320,Casa,4,3,4
vicente-pires,,680.000,180,Casa,3,2,3
vicente-pires,,1.190.000,400,Casa,3,,
vicente-pires,,1.250.000,450,Casa,4,4,3
vicente-pires,,1.350.000,350,Casa,4,,1
vicente-pires,,1.500.000,290,Casa,4,4,4
vicente-pires,,8.500.000,30000,Lote/Terreno,,,
vicente-pires,,2.200.000,700,Casa,5,6,5
vicente-pires,,700.000,280,Casa,3,3,2
vicente-pires,,1.200.000,260,Casa,3,4,3
vicente-pires,,1.250.000,350,Casa,3,4,3
vicente-pires,,1.400.000,390,Casa,4,3,3
vicente-pires,,1.980.000,342,Casa,4,4,4
vicente-pires,,880.000,380,Casa,9,6,1
vicente-pires,,790.000,249,Casa,4,4,4
vicente-pires,,1.100.000,1000,Casa,4,1,2
vicente-pires,,1.419.000,360,Casa,4,4,4
vicente-pires,,1.050.000,280,Casa,3,4,3
vicente-pires,,1.100.000,200,Casa,4,4,
vicente-pires,,1.480.000,420,Loja,,,
vicente-pires,,800.000,500,Casa,3,6,1
vicente-pires,,1.400.000,270,Casa,4,3,4
vicente-pires,,750.000,300,Casa,4,3,1
vicente-pires,,1.500.000,330,Casa,4,4,4
vicente-pires,,650.000,240,Casa,3,4,
vicente-pires,,1.100.000,220,Casa,3,5,3
vicente-pires,,1.200.000,270,Casa,4,2,2
vicente-pires,,1.589.000,416,Casa,3,12,3
vicente-pires,,850.000,220,Casa,3,6,1
vicente-pires,,880.000,580,Casa,7,,2
vicente-pires,,1.160.000,300,Casa,4,4,3
vicente-pires,,1.200.000,360,Casa,3,,2
vicente-pires,,740.000,230,Casa,3,1,1
vicente-pires,,1.400.000,450,Casa,3,10,3
vicente-pires,,150.000,37,Apartamento,1,,1
vicente-pires,,1.500.000,320,Casa,4,4,4
vicente-pires,,1.200.000,240,Casa,3,4,3
vicente-pires,,980.000,350,Casa,3,4,3
vicente-pires,,1.790.000,408,Casa,,3,3
vicente-pires,,1.000.000,400,Casa,4,4,3
vicente-pires,,749.000,230,Casa,3,3,3
vicente-pires,,880.000,230,Casa,3,2,1
vicente-pires,,1.200.000,560,Casa,5,6,5
vicente-pires,,1.300.000,1000,Casa,4,,2
vicente-pires,,1.150.000,300,Casa,4,4,4
vicente-pires,,830.000,280,Casa,3,5,1
vicente-pires,,1.300.000,270,Casa,3,4,3
vicente-pires,,1.400.000,300,Casa,4,4,3
vicente-pires,,1.400.000,800,Casa,4,4,4
vicente-pires,,1.150.000,270,Casa,4,4,4
vicente-pires,,750.000,287,Casa,3,3,3
vicente-pires,,980.000,280,Casa,4,,2
vicente-pires,,1.420.000,300,Casa,5,6,2
vicente-pires,,1.500.000,250,Casa,3,6,3
vicente-pires,,1.100.000,280,Casa,3,2,2
vicente-pires,,1.350.000,400,Casa,4,4,2
vicente-pires,,115.000,30,Apartamento,1,,
vicente-pires,,1.000.000,589,Casa,5,4,4
vicente-pires,,1.400.000,150,Casa,3,4,3
vicente-pires,,1.280.000,280,Casa,3,4,3
vicente-pires,,1.550.000,950,Casa,5,8,3
vicente-pires,,1.050.000,280,Casa,3,2,3
vicente-pires,,650.000,400,Casa,4,,3
vicente-pires,,650.000,185,Casa,3,2,3
vicente-pires,,1.480.000,524,Casa,5,4,4
vicente-pires,,1.595.000,468,Casa,4,2,4
vicente-pires,,880.000,400,Casa,2,4,2
vicente-pires,,1.200.000,250,Casa,3,4,3
vicente-pires,,820.000,800,Casa,2,4,
vicente-pires,,550.000,200,Casa,3,4,
vicente-pires,,410.000,800,Lote/Terreno,,,
vicente-pires,,679.990,360,Casa,4,3,3
vicente-pires,,650.000,341,Casa,4,6,3
vicente-pires,,390.000,400,Lote/Terreno,,,
vicente-pires,,1.200.000,400,Casa,3,2,2
vicente-pires,,600.000,125,Casa,2,3,1
vicente-pires,,1.198.000,800,Casa,4,6,2
vicente-pires,,1.350.000,340,Casa,4,,4
vicente-pires,,750.000,220,Lote/Terreno,,2,1
vicente-pires,,800.000,450,Casa,5,4,2
vicente-pires,,1.590.000,290,Casa,4,4,4
vicente-pires,,590.000,180,Casa,3,3,1
vicente-pires,,1.390.000,370,Casa,3,4,3
vicente-pires,,1.200.000,412,Casa,3,2,3
vicente-pires,,1.200.000,260,Casa,3,4,3
vicente-pires,,650.000,200,Casa,3,2,1
vicente-pires,,550.000,400,Casa,3,,
vicente-pires,,488.000,525,Lote/Terreno,,,
vicente-pires,,410.000,520,Lote/Terreno,,,
vicente-pires,,600.000,208,Casa,2,,1
vicente-pires,,1.070.000,600,Casa,4,8,4
vicente-pires,,950.000,291,Casa,4,4,2
vicente-pires,,2.400.000,870,Casa,3,3,3
vicente-pires,,435.000,310,Casa,4,4,1
vicente-pires,,645.000,200,Casa,3,8,3
vicente-pires,,1.250.000,400,Casa,4,4,2
vicente-pires,,650.000,400,Casa,3,3,1
vicente-pires,,1.250.000,378,Casa,5,6,3
vicente-pires,,1.600.000,320,Casa,4,4,4
vicente-pires,,1.398.000,210,Casa,3,4,2
vicente-pires,,1.200.000,280,Casa,3,4,3
vicente-pires,,320.000,420,Lote/Terreno,,,
vicente-pires,,1.500.000,280,Casa,4,4,4
vicente-pires,,1.250.000,430,Casa,4,4,4
vicente-pires,,1.200.000,520,Casa,5,4,1
vicente-pires,,850.000,350,Casa,6,6,4
vicente-pires,,390.000,520,Lote/Terreno,,,
vicente-pires,,620.000,180,Casa,3,6,3
vicente-pires,,1.400.000,300,Casa,4,7,4
vicente-pires,,990.000,400,Casa,4,3,2
vicente-pires,,1.200.000,414,Casa,3,4,1
vicente-pires,,970.000,400,Casa,4,8,2
vicente-pires,,1.400.000,400,Casa,4,2,
vicente-pires,,1.150.000,400,Casa,5,4,3
vicente-pires,,950.000,300,Casa,3,3,3
vicente-pires,,1.249.900,250,Casa,5,3,4
vicente-pires,,650.000,120,Casa,2,2,1
vicente-pires,,1.300.000,1000,Casa,4,6,2
vicente-pires,,1.500.000,276,Casa,4,4,3
vicente-pires,,1.300.000,400,Casa,3,2,
vicente-pires,,1.050.000,346,Casa,2,7,1
vicente-pires,,849.000,280,Casa,3,4,3
vicente-pires,,880.000,360,Casa,4,,3
vicente-pires,,1.250.000,380,Casa,4,7,4
vicente-pires,,1.350.000,280,Casa,4,4,2
vicente-pires,,1.100.000,400,Casa,3,5,2
vicente-pires,,1.040.000,290,Casa,3,2,3
vicente-pires,,950.000,210,Casa,3,2,3
vicente-pires,,1.200.000,320,Casa,4,4,3
vicente-pires,,1.050.000,280,Casa,3,7,1
vicente-pires,,1.200.000,444,Casa,5,,3
vicente-pires,,1.199.000,560,Casa,5,9,5
vicente-pires,,895.000,300,Casa,4,5,4
vicente-pires,,920.000,400,Casa,5,10,1
vicente-pires,,998.000,260,Casa,2,4,1
vicente-pires,,1.300.000,280,Casa,4,4,4
vicente-pires,,850.000,250,Casa,4,3,2
vicente-pires,,1.500.000,450,Casa,4,4,4
vicente-pires,,1.000.000,300,Casa,4,3,4
vicente-pires,,975.000,250,Casa,3,2,3
vicente-pires,,1.280.000,260,Casa,3,4,3
vicente-pires,,800.000,300,Casa,4,4,1
vicente-pires,,170.000,70,Apartamento,2,1,
vicente-pires,,1.100.000,410,Casa,4,3,3
vicente-pires,,1.590.000,450,Casa,4,6,2
vicente-pires,,950.000,360,Casa,3,2,2
vicente-pires,,2.800.000,830,Casa,7,8,6
vicente-pires,,1.350.000,868,Casa,4,20,1
vicente-pires,,650.000,185,Casa,3,2,1
vicente-pires,,1.900.000,1100,Casa,7,7,5
vicente-pires,,1.350.000,370,Casa,4,2,4
vicente-pires,,1.300.000,260,Casa,4,4,4
vicente-pires,,899.000,1242,Lote/Terreno,,,
vicente-pires,,200.000,47,Loja,,,
vicente-pires,,495.000,400,Lote/Terreno,,,
vicente-pires,,740.000,300,Casa,4,5,
vicente-pires,,898.000,210,Casa,3,3,2
vicente-pires,,650.000,120,Casa,3,4,1
vicente-pires,,920.000,800,Casa,3,3,2
vicente-pires,,1.300.000,800,Casa,3,2,1
vicente-pires,,980.000,280,Casa,3,2,
vicente-pires,,1.600.000,350,Casa,3,4,3
vicente-pires,,595.000,170,Casa,3,2,2
vicente-pires,,500.000,180,Casa,4,8,
vicente-pires,,1.490.000,630,Casa,6,6,4
vicente-pires,,760.000,150,Casa,3,4,
vicente-pires,,1.500.000,450,Casa,4,3,3
vicente-pires,,1.049.000,260,Casa,3,4,3
vicente-pires,,1.400.000,750,Casa,4,7,2
vicente-pires,,1.150.000,288,Casa,4,7,
vicente-pires,,850.000,450,Casa,3,4,3
vicente-pires,,1.790.000,477,Casa,5,9,5
vicente-pires,,1.500.000,350,Casa,3,3,3
vicente-pires,,1.300.000,530,Casa,5,12,5
vicente-pires,,850.000,800,Casa,3,,2
vicente-pires,,1.180,400,Casa,3,6,3
vicente-pires,,1.990.000,400,Casa,4,4,4
vicente-pires,,1.200.000,600,Casa,5,8,3
vicente-pires,,1.100.000,496,Casa,5,6,5
vicente-pires,,860.000,804,Casa,4,8,1
vicente-pires,,980.000,170,Casa,3,6,2
vicente-pires,,1.500.000,800,Casa,4,2,3
vicente-pires,,1.420.000,360,Casa,4,4,4
vicente-pires,,750.000,200,Casa,3,4,1
vicente-pires,,490.000,200,Casa,3,4,1
vicente-pires,,1.500.000,388,Casa,4,3,3
vicente-pires,,1.390.000,400,Casa,4,4,3
vicente-pires,,680.000,220,Casa,3,3,1
vicente-pires,,1.200.000,642,Casa,5,10,3
vicente-pires,,1.900.000,500,Casa,3,,3
vicente-pires,,1.490.000,400,Casa,4,2,
vicente-pires,,1.590.000,450,Casa,3,8,3
vicente-pires,,1.300.000,400,Casa,4,4,4
vicente-pires,,920.000,400,Casa,4,10,2
vicente-pires,,1.250.000,280,Casa,3,4,3
vicente-pires,,1.200.000,280,Casa,3,4,3
vicente-pires,,850.000,300,Casa,6,4,1
vicente-pires,,650.000,180,Casa,3,2,1
vicente-pires,,1.980.000,340,Casa,4,4,4
vicente-pires,,1.199.000,1500,Lote/Terreno,,,
vicente-pires,,320.000,420,Lote/Terreno,,,
vicente-pires,,900.000,300,Casa,3,7,3
vicente-pires,,650.000,120,Casa,2,3,1
vicente-pires,,660.000,600,Casa,3,7,3
vicente-pires,,760.000,210,Casa,3,,1
vicente-pires,,2.000.000,450,Casa,4,2,4
vicente-pires,,1.410.000,350,Casa,4,2,4
vicente-pires,,1.900.000,1250,Casa,5,6,3
vicente-pires,,250.000,58,Apartamento,2,1,
vicente-pires,,1.250.000,260,Casa,3,4,2
vicente-pires,,2.250.000,1250,Casa,5,5,4
vicente-pires,,1.150.000,400,Casa,4,3,
vicente-pires,,580.000,470,Casa,2,3,1
vicente-pires,,900.000,320,Casa,5,6,2
vicente-pires,,1.200.000,400,Casa,3,4,3
vicente-pires,,739.000,750,Casa,4,5,1
vicente-pires,,850.000,280,Casa,3,8,2
vicente-pires,,800.000,411,Casa,3,6,1
vicente-pires,,850.000,340,Casa,5,3,2
vicente-pires,,1.250.000,400,Casa,3,4,3
vicente-pires,,700.000,180,Casa,3,2,3
vicente-pires,,1.390.000,350,Casa,4,4,2
vicente-pires,,920.000,320,Casa,5,4,
vicente-pires,,880.000,417,Casa,3,2,2
vicente-pires,,1.150.000,250,Casa,3,3,2
vicente-pires,,400.000,280,Casa,5,3,4
vicente-pires,,850.000,240,Casa,3,4,1
vicente-pires,,1.500.000,390,Casa,3,8,3
vicente-pires,,659.900,600,Casa,3,4,3
vicente-pires,,640.000,250,Casa,3,2,1
vicente-pires,,250.000,54,Apartamento,2,1,
vicente-pires,,850.000,260,Casa,3,4,2
vicente-pires,,1.200.000,260,Casa,3,4,1
vicente-pires,,988.000,200,Casa,3,4,1
vicente-pires,,1.690.000,500,Casa,4,3,1
