Cidade,Bairro,Preco,M²,Tipo,Quarto,Vaga,Suíte
brasilia,asa-norte,Sob Consulta,387,a,4,,
brasilia,asa-norte,170.000,35,Loja,,,
brasilia,asa-norte,215.503,25,Kitnet,1,1,
brasilia,asa-norte,860.000,80,Apartamento,2,1,
brasilia,asa-norte,A partir de 1.807.113,250,a,3,,
brasilia,asa-norte,320.000,42,Apartamento,1,,1
brasilia,asa-norte,1.190.000,103,Apartamento,3,1,1
brasilia,asa-norte,190.000,33,Flat,1,,
brasilia,asa-norte,Sob Consulta,,,,,
brasilia,asa-norte,560.000,68,Apartamento,2,,1
brasilia,asa-norte,1.365.000,123,Apartamento,3,1,1
brasilia,asa-norte,435.000,67,Apartamento,2,,
brasilia,asa-norte,494.000,42,Apartamento,1,1,
brasilia,asa-norte,1.299.900,119,Apartamento,3,1,1
brasilia,asa-norte,649.000,75,Apartamento,3,,
brasilia,asa-norte,335.000,49,Apartamento,1,,
brasilia,asa-norte,120.000,20,Kitnet,1,,
brasilia,asa-norte,670.860,40,Apartamento,1,1,1
brasilia,asa-norte,1.660.000,158,Apartamento,4,2,2
brasilia,asa-norte,2.100.000,166,Apartamento,4,2,1
brasilia,asa-norte,1.350.000,140,Apartamento,2,2,2
brasilia,asa-norte,240.000,33,Sala,,,
brasilia,asa-norte,749.999,98,Loja,,,
brasilia,asa-norte,1.890.000,119,Apartamento,3,1,
brasilia,asa-norte,400.000,31,Sala,,1,
brasilia,asa-norte,660.640,37,Apartamento,1,1,1
brasilia,asa-norte,230.000,30,Sala,,,
brasilia,asa-norte,760.000,68,Apartamento,3,1,
brasilia,asa-norte,3.100.000,383,Apartamento,4,3,3
brasilia,asa-norte,280.000,48,Flat,1,,
brasilia,asa-norte,1.050.000,111,Apartamento,3,1,1
brasilia,asa-norte,160.000,33,Sala,,,
brasilia,asa-norte,850.000,79,Apartamento,3,,
brasilia,asa-norte,760.000,67,Apartamento,3,,
brasilia,asa-norte,300.000,28,Apartamento,1,1,
brasilia,asa-norte,179.000,17,Kitnet,1,,
brasilia,asa-norte,180.000,27,Apartamento,1,,
brasilia,asa-norte,690.000,73,Loja,,,
brasilia,asa-norte,2.200.000,194,Apartamento,4,2,2
brasilia,asa-norte,723.074,57,Loja,,1,
brasilia,asa-norte,495.000,55,Apartamento,2,,
brasilia,asa-norte,1.079.000,80,Apartamento,2,1,1
brasilia,asa-norte,209.000,23,Kitnet,1,,1
brasilia,asa-norte,130.000,29,Apartamento,1,,1
brasilia,asa-norte,760.000,67,Apartamento,3,1,
brasilia,asa-norte,1.750.000,129,Apartamento,4,2,2
brasilia,asa-norte,790.000,105,Apartamento,3,,
brasilia,asa-norte,412.932,32,Comercial,,1,
brasilia,asa-norte,310.000,30,Kitnet,1,1,1
brasilia,asa-norte,215.000,27,Kitnet,1,1,1
brasilia,asa-norte,370.000,31,Sala,,1,
brasilia,asa-norte,230.000,46,Kitnet,1,,
brasilia,asa-norte,890.000,89,Sala,,4,
brasilia,asa-norte,1.640.000,147,Apartamento,4,1,1
brasilia,asa-norte,225.000,30,Kitnet,1,,
brasilia,asa-norte,1.190.000,100,Apartamento,3,1,1
brasilia,asa-norte,325.000,32,Flat,1,1,1
brasilia,asa-norte,2.300.000,173,Apartamento,4,2,2
brasilia,asa-norte,140.000,18,Kitnet,1,,
brasilia,asa-norte,1.145.000,74,Apartamento,2,2,1
brasilia,asa-norte,269.000,29,Apartamento,1,,1
brasilia,asa-norte,4.200.000,691,Sala,,17,
brasilia,asa-norte,170.000,23,Sala,,,
brasilia,asa-norte,220.000,29,Kitnet,1,,
brasilia,asa-norte,230.000,27,Kitnet,1,,
brasilia,asa-norte,260.000,35,Sala,,,
brasilia,asa-norte,310.000,27,Flat,1,1,1
brasilia,asa-norte,600.000,63,Flat,1,1,1
brasilia,asa-norte,1.680.000,171,Apartamento,3,1,1
brasilia,asa-norte,142.000,32,Sala,,,
brasilia,asa-norte,195.000,30,Kitnet,1,,
brasilia,asa-norte,630.000,61,Apartamento,3,,1
brasilia,asa-norte,99.000,23,Sala,,,
brasilia,asa-norte,225.000,32,Kitnet,1,,
brasilia,asa-norte,2.350.000,209,Apartamento,4,2,3
brasilia,asa-norte,2.100.000,208,Casa,3,1,1
brasilia,asa-norte,3.650.000,353,Apartamento,4,2,3
brasilia,asa-norte,1.940.100,129,Loja,,3,
brasilia,asa-norte,210.000,26,Loja,,,
brasilia,asa-norte,398.636,31,Comercial,,1,
brasilia,asa-norte,409.000,50,Comercial,1,1,
brasilia,asa-norte,267.965,29,Kitnet,1,1,1
brasilia,asa-norte,340.000,34,Flat,1,,1
brasilia,asa-norte,1.000.020,250,Loja,,,
brasilia,asa-norte,275.446,30,Kitnet,,1,
brasilia,asa-norte,824.779,65,Sala,,2,
brasilia,asa-norte,320.000,43,Sala,,,
brasilia,asa-norte,550.000,52,Flat,1,,
brasilia,asa-norte,240.000,26,Kitnet,1,1,
brasilia,asa-norte,165.000,26,Sala,,,
brasilia,asa-norte,1.350.000,137,Apartamento,3,1,
brasilia,asa-norte,197.990,32,Sala,,,
brasilia,asa-norte,1.490.000,135,Apartamento,4,1,1
brasilia,asa-norte,225.000,30,Kitnet,1,,
brasilia,asa-norte,280.000,32,Flat,1,,1
brasilia,asa-norte,1.150.000,142,Sala,,,
brasilia,asa-norte,1.595.000,156,Apartamento,4,2,1
brasilia,asa-norte,325.000,28,Kitnet,1,1,
brasilia,asa-norte,550.000,96,Loja,,,
brasilia,asa-norte,650.000,80,Apartamento,3,,
brasilia,asa-norte,1.270.000,105,Apartamento,3,1,1
brasilia,asa-norte,1.300.000,105,Apartamento,3,1,1
brasilia,asa-norte,405.559,32,Sala,,1,
brasilia,asa-norte,158.000,31,Loja,,,
brasilia,asa-norte,295.000,31,Apartamento,1,,
brasilia,asa-norte,300.000,42,Apartamento,1,,1
brasilia,asa-norte,2.300.000,173,Apartamento,4,2,2
brasilia,asa-norte,379.000,49,Kitnet,2,,
brasilia,asa-norte,1.600.000,184,Apartamento,2,2,1
brasilia,asa-norte,209.000,28,Sala,,,
brasilia,asa-norte,4.450.902,352,Comercial,,10,
brasilia,asa-norte,250.000,40,Apartamento,1,,
brasilia,asa-norte,350.000,30,Kitnet,1,1,1
brasilia,asa-norte,700.000,100,Apartamento,3,2,1
brasilia,asa-norte,350.000,30,Flat,1,,
brasilia,asa-norte,680.000,95,Apartamento,3,,
brasilia,asa-norte,280.000,33,Sala,,,
brasilia,asa-norte,250.000,27,Apartamento,1,,1
brasilia,asa-norte,450.000,31,Apartamento,1,2,1
brasilia,asa-norte,110.000,21,Sala,,,1
brasilia,asa-norte,2.150.000,168,Apartamento,4,2,4
brasilia,asa-norte,350.000,31,Apartamento,1,,
brasilia,asa-norte,850.000,167,Prédio,,,
brasilia,asa-norte,780.000,65,Apartamento,2,1,
brasilia,asa-norte,335.000,60,Apartamento,1,,
brasilia,asa-norte,210.900,32,Sala,,,
brasilia,asa-norte,780.000,80,Apartamento,3,,1
brasilia,asa-norte,594.000,39,Apartamento,1,1,1
brasilia,asa-norte,1.299.000,123,Apartamento,3,1,1
brasilia,asa-norte,295.000,50,Apartamento,1,,
brasilia,asa-norte,205.000,30,Kitnet,1,,
brasilia,asa-norte,2.680.000,203,Apartamento,4,2,3
brasilia,asa-norte,2.300.000,173,Apartamento,4,2,2
brasilia,asa-norte,450.000,50,Apartamento,1,1,1
brasilia,asa-norte,330.000,47,Apartamento,1,,
brasilia,asa-norte,1.490.000,300,Casa,4,5,2
brasilia,asa-norte,390.000,34,Sala,,,
brasilia,asa-norte,2.880.000,352,Sala,,,
brasilia,asa-norte,1.390.000,162,Casa,3,1,1
brasilia,asa-norte,260.000,36,Flat,1,,1
brasilia,asa-norte,109.000,25,Apartamento,1,,1
brasilia,asa-norte,435.000,44,Flat,1,1,
brasilia,asa-norte,2.880.000,352,Loja,,,
brasilia,asa-norte,1.275.000,105,Apartamento,2,2,2
brasilia,asa-norte,1.190.000,124,Apartamento,3,,1
brasilia,asa-norte,1.150.000,114,Apartamento,3,1,1
brasilia,asa-norte,250.000,36,Flat,1,,
brasilia,asa-norte,1.200.000,109,Apartamento,3,1,1
brasilia,asa-norte,550.000,62,Apartamento,2,,
brasilia,asa-norte,1.195.000,109,Apartamento,3,1,1
brasilia,asa-norte,2.630.000,222,Casa,4,2,2
brasilia,asa-norte,340.000,31,Flat,1,,
brasilia,asa-norte,320.000,79,Sala,,,
brasilia,asa-norte,180.000,35,Apartamento,1,,
brasilia,asa-norte,245.000,25,Kitnet,1,,
brasilia,asa-norte,1.153.500,85,Apartamento,1,1,
brasilia,asa-norte,720.000,200,Comercial,,50,
brasilia,asa-norte,360.000,40,Apartamento,1,,1
brasilia,asa-norte,180.000,24,Sala,,,
brasilia,asa-norte,1.150.000,110,Apartamento,3,1,1
brasilia,asa-norte,175.000,25,Kitnet,1,,1
brasilia,asa-norte,1.395.000,115,Apartamento,4,2,1
brasilia,asa-norte,1.280.000,127,Apartamento,3,1,1
brasilia,asa-norte,600.000,63,Apartamento,1,1,1
brasilia,asa-norte,310.000,31,Kitnet,1,1,
brasilia,asa-norte,290.000,42,Apartamento,1,,
brasilia,asa-norte,2.490.000,270,Apartamento,5,3,3
brasilia,asa-norte,1.600.000,243,Sala,,,
brasilia,asa-norte,1.485.000,120,Apartamento,4,,2
brasilia,asa-norte,1.199.000,100,Apartamento,3,1,1
brasilia,asa-norte,2.400.000,169,Apartamento,4,2,4
brasilia,asa-norte,330.000,32,Apartamento,1,2,1
brasilia,asa-norte,800.000,76,Apartamento,2,1,1
brasilia,asa-norte,570.000,56,Loja,,1,
brasilia,asa-norte,220.000,30,Sala,,,
brasilia,asa-norte,665.000,130,Apartamento,5,,1
brasilia,asa-norte,190.000,23,Kitnet,1,,
brasilia,asa-norte,550.000,57,Sala,,2,
brasilia,asa-norte,350.000,51,Flat,1,,1
brasilia,asa-norte,320.000,28,Flat,1,1,1
brasilia,asa-norte,245.000,30,Apartamento,1,1,1
brasilia,asa-norte,375.000,49,Apartamento,2,,
brasilia,asa-norte,490.000,45,Apartamento,2,,
brasilia,asa-norte,2.100.000,181,Apartamento,4,4,3
brasilia,asa-norte,1.120.000,102,Apartamento,3,1,1
brasilia,asa-norte,990.000,161,Casa,3,2,1
brasilia,asa-norte,195.000,34,Kitnet,1,,1
brasilia,asa-norte,1.200.000,109,Apartamento,3,1,1
brasilia,asa-norte,400.000,86,Sala,,,
brasilia,asa-norte,2.155.000,168,Apartamento,4,2,4
brasilia,asa-norte,360.000,34,Kitnet,1,2,1
brasilia,asa-norte,112.000,17,Sala,,,
brasilia,asa-norte,280.000,38,Flat,1,,1
brasilia,asa-norte,109.000,24,Apartamento,1,,1
brasilia,asa-norte,1.680.000,162,Apartamento,4,1,1
brasilia,asa-norte,520.000,66,Flat,1,1,1
brasilia,asa-norte,1.790.000,174,Apartamento,3,1,1
brasilia,asa-norte,175.000,33,Sala,,,
brasilia,asa-norte,760.000,101,Apartamento,3,,
brasilia,asa-norte,250.000,24,Sala,,1,
brasilia,asa-norte,1.600.000,306,Casa,6,4,2
brasilia,asa-norte,880.000,82,Apartamento,2,1,1
brasilia,asa-norte,175.000,31,Kitnet,1,,1
brasilia,asa-norte,1.400.000,131,Apartamento,3,1,1
brasilia,asa-norte,1.500.000,120,Apartamento,3,1,1
brasilia,asa-norte,670.000,59,Apartamento,2,,
brasilia,asa-norte,300.000,32,Apartamento,1,1,
brasilia,asa-norte,2.000.000,163,Apartamento,3,,2
brasilia,asa-norte,269.000,29,Apartamento,1,1,1
brasilia,asa-norte,110.000,28,Loja,,,
brasilia,asa-norte,310.000,29,Flat,1,,
brasilia,asa-norte,215.000,29,Kitnet,1,1,1
brasilia,asa-norte,760.000,65,Apartamento,2,1,
brasilia,asa-norte,650.000,49,Apartamento,1,1,
brasilia,asa-norte,220.000,25,Kitnet,,,1
brasilia,asa-norte,270.000,34,Sala,,,
brasilia,asa-norte,1.290.000,123,Apartamento,3,1,1
brasilia,asa-norte,267.965,29,Kitnet,1,1,
brasilia,asa-norte,278.000,33,Sala,,,
brasilia,asa-norte,575.000,98,Apartamento,1,,1
brasilia,asa-norte,2.670.000,203,Apartamento,4,2,2
brasilia,asa-norte,550.000,143,Loja,,,
brasilia,asa-norte,251.969,38,Kitnet,1,,
brasilia,asa-norte,2.990.000,238,Apartamento,4,2,3
brasilia,asa-norte,1.595.000,156,Apartamento,3,2,1
brasilia,asa-norte,3.480.000,240,Apartamento,3,3,3
brasilia,asa-norte,470.000,75,Loja,,,
brasilia,asa-norte,997.000,370,Loja,,,
brasilia,asa-norte,2.140.000,254,Apartamento,4,2,2
brasilia,asa-norte,800.000,60,Apartamento,2,1,1
brasilia,asa-norte,3.200.000,239,Apartamento,4,3,4
brasilia,asa-norte,740.000,71,Flat,1,1,1
brasilia,asa-norte,980.000,108,Apartamento,3,,1
brasilia,asa-norte,2.400.000,173,Apartamento,4,2,2
brasilia,asa-norte,267.965,30,Apartamento,1,1,
brasilia,asa-norte,335.000,38,Flat,1,,1
brasilia,asa-norte,815.000,79,Apartamento,3,,1
brasilia,asa-norte,400.000,40,Sala,,,
brasilia,asa-norte,230.000,32,Apartamento,1,,
brasilia,asa-norte,387.090,30,Sala,,1,
brasilia,asa-norte,280.000,44,Apartamento,2,,
brasilia,asa-norte,1.430.000,131,Apartamento,3,1,2
brasilia,asa-norte,230.000,29,Kitnet,1,1,1
brasilia,asa-norte,550.000,66,Sala,,,
brasilia,asa-norte,3.500.000,272,Apartamento,4,3,4
brasilia,asa-norte,1.195.000,109,Apartamento,3,1,1
brasilia,asa-norte,1.990.000,443,Loja,,,
brasilia,asa-norte,380.000,49,Comercial,,,1
brasilia,asa-norte,270.000,32,Apartamento,1,,
brasilia,asa-norte,650.000,78,Apartamento,3,,1
brasilia,asa-norte,2.155.000,168,Apartamento,4,2,3
brasilia,asa-norte,425.000,66,Sala,,,
brasilia,asa-norte,750.000,100,Apartamento,3,,
brasilia,asa-norte,900.000,80,Apartamento,2,1,1
brasilia,asa-norte,1.350.000,173,Loja,,,
brasilia,asa-norte,1.240.000,107,Apartamento,3,2,1
brasilia,asa-norte,270.000,45,Sala,,,
brasilia,asa-norte,340.000,42,Flat,1,,1
brasilia,asa-norte,780.000,120,Apartamento,3,,1
brasilia,asa-norte,330.000,32,Sala,,1,
brasilia,asa-norte,710.000,89,Apartamento,3,,1
brasilia,asa-norte,1.830.000,135,Apartamento,3,1,1
brasilia,asa-norte,360.000,32,Flat,1,,1
brasilia,asa-norte,800.000,95,Apartamento,3,,1
brasilia,asa-norte,240.000,33,Sala,,,
brasilia,asa-norte,750.000,51,Flat,1,,1
brasilia,asa-norte,895.000,80,Apartamento,1,1,1
brasilia,asa-norte,185.787,33,Sala,,,
brasilia,asa-norte,112.000,17,Kitnet,1,,
brasilia,asa-norte,1.210.000,103,Apartamento,3,1,1
brasilia,asa-norte,7.757.624,602,Comercial,,17,
brasilia,asa-norte,1.540.000,137,Apartamento,3,1,1
brasilia,asa-norte,1.500.000,124,Apartamento,4,2,1
brasilia,asa-norte,320.000,26,Apartamento,1,1,1
brasilia,asa-norte,289.000,38,Sala,,,
brasilia,asa-norte,230.000,30,Kitnet,1,,
brasilia,asa-norte,250.000,33,Sala,,,
brasilia,asa-norte,379.000,29,Comercial,,,
brasilia,asa-norte,1.800.000,391,Loja,,,
brasilia,asa-norte,1.195.000,109,Apartamento,3,1,1
brasilia,asa-norte,250.000,31,Kitnet,1,,
brasilia,asa-norte,310.000,29,Flat,1,1,1
brasilia,asa-norte,155.000,21,Sala,,,
brasilia,asa-norte,700.000,68,Apartamento,3,,
brasilia,asa-norte,1.350.000,96,Apartamento,2,1,1
brasilia,asa-norte,280.000,31,Sala,,,
brasilia,asa-norte,3.150.000,225,Apartamento,4,3,4
brasilia,asa-norte,1.380.000,220,Casa,3,3,1
brasilia,asa-norte,250.000,36,Apartamento,1,,
brasilia,asa-norte,680.000,60,Apartamento,2,,1
brasilia,asa-norte,320.000,31,Sala,,,
brasilia,asa-norte,249.000,28,Flat,1,,1
brasilia,asa-norte,1.870.000,129,Apartamento,3,2,2
brasilia,asa-norte,285.000,33,Apartamento,1,2,1
brasilia,asa-norte,1.250.000,127,Apartamento,3,,1
brasilia,asa-norte,220.000,38,Sala,,1,
brasilia,asa-norte,280.000,43,Kitnet,1,,
brasilia,asa-norte,165.000,22,Sala,,,
brasilia,asa-norte,3.400.000,225,Apartamento,4,3,4
brasilia,asa-norte,480.000,76,Apartamento,2,,
brasilia,asa-norte,1.200.000,109,Apartamento,3,1,1
brasilia,asa-norte,925.000,80,Apartamento,2,1,1
brasilia,asa-norte,180.000,31,Loja,,,
brasilia,asa-sul,2.200.000,175,Apartamento,3,1,1
brasilia,asa-sul,1.270.000,154,Apartamento,3,,1
brasilia,asa-sul,1.550.000,178,Apartamento,3,,1
brasilia,asa-sul,1.490.000,293,Casa,4,4,1
brasilia,asa-sul,895.000,100,Apartamento,2,,
brasilia,asa-sul,628.504,48,Apartamento,1,1,1
brasilia,asa-sul,2.300.000,480,Casa,5,2,4
brasilia,asa-sul,1.450.000,247,Casa,7,2,2
brasilia,asa-sul,1.300.000,85,Apartamento,3,1,
brasilia,asa-sul,215.000,34,Sala,,,
brasilia,asa-sul,260.000,34,Sala,,1,
brasilia,asa-sul,1.240.000,100,Apartamento,2,1,1
brasilia,asa-sul,2.250.000,127,Sala,,2,
brasilia,asa-sul,360.000,54,Apartamento,1,,
brasilia,asa-sul,11.000.000,6000,Sala,,300,
brasilia,asa-sul,486.000,27,Kitnet,1,1,
brasilia,asa-sul,650.000,48,Apartamento,1,1,1
brasilia,asa-sul,420.000,59,Apartamento,2,,1
brasilia,asa-sul,970.000,100,Apartamento,3,,
brasilia,asa-sul,200.000,45,Loja,,1,
brasilia,asa-sul,300.000,48,Apartamento,1,,1
brasilia,asa-sul,1.250.000,112,Apartamento,3,1,1
brasilia,asa-sul,179.000,26,Sala,,2,
brasilia,asa-sul,999.000,120,Casa,3,1,1
brasilia,asa-sul,2.600.000,160,Apartamento,3,2,3
brasilia,asa-sul,2.250.000,160,Apartamento,4,2,2
brasilia,asa-sul,380.000,49,Flat,1,,1
brasilia,asa-sul,365.000,35,Flat,1,,1
brasilia,asa-sul,1.900.000,156,Apartamento,4,1,1
brasilia,asa-sul,52.000.000,4200,Lote/Terreno,,,
brasilia,asa-sul,1.680.000,168,Apartamento,3,1,1
brasilia,asa-sul,800.000,48,Flat,1,1,1
brasilia,asa-sul,510.000,44,Apartamento,1,1,1
brasilia,asa-sul,1.750.000,178,Apartamento,4,1,1
brasilia,asa-sul,1.000.000,68,Sala,,,
brasilia,asa-sul,1.800.000,170,Casa,5,2,1
brasilia,asa-sul,2.000.000,160,Apartamento,3,1,1
brasilia,asa-sul,550.000,62,Apartamento,1,,
brasilia,asa-sul,2.200.000,123,Apartamento,2,1,1
brasilia,asa-sul,499.000,44,Apartamento,1,,
brasilia,asa-sul,550.000,45,Apartamento,1,1,
brasilia,asa-sul,699.900,78,Apartamento,3,,
brasilia,asa-sul,4.890.000,370,Apartamento,4,2,4
brasilia,asa-sul,1.190.000,149,Apartamento,3,,1
brasilia,asa-sul,430.000,54,Flat,1,,1
brasilia,asa-sul,3.680.000,257,Sala,,6,
brasilia,asa-sul,6.500.000,410,Apartamento,4,5,4
brasilia,asa-sul,1.050.000,54,Apartamento,1,1,1
brasilia,asa-sul,1.030.000,172,Casa,3,2,
brasilia,asa-sul,230.000,27,Sala,,,
brasilia,asa-sul,1.200.000,84,Apartamento,3,1,
brasilia,asa-sul,1.900.000,170,Apartamento,4,1,1
brasilia,asa-sul,3.000.000,207,Apartamento,4,2,2
brasilia,asa-sul,920.000,80,Apartamento,2,,1
brasilia,asa-sul,820.000,85,Apartamento,2,,1
brasilia,asa-sul,850.000,75,Apartamento,2,,
brasilia,asa-sul,1.100.000,,,3,,2
brasilia,asa-sul,1.850.000,240,Apartamento,4,,1
brasilia,asa-sul,2.400.000,460,Casa,7,4,6
brasilia,asa-sul,275.000,41,Sala,,1,
brasilia,asa-sul,2.095.000,170,Apartamento,4,1,1
brasilia,asa-sul,100.000,30,Sala,,,
brasilia,asa-sul,650.000,100,Sala,,1,
brasilia,asa-sul,1.050.000,140,Apartamento,3,,1
brasilia,asa-sul,486.000,27,Kitnet,1,,
brasilia,asa-sul,680.000,78,Apartamento,3,,1
brasilia,asa-sul,450.000,42,Sala,,1,
brasilia,asa-sul,1.550.000,174,Apartamento,3,,1
brasilia,asa-sul,2.900.000,208,Apartamento,4,2,2
brasilia,asa-sul,1.850.000,168,Apartamento,4,1,1
brasilia,asa-sul,280.000,30,Kitnet,1,1,1
brasilia,asa-sul,750.000,72,Sala,,2,
brasilia,asa-sul,1.850.000,173,Apartamento,3,1,2
brasilia,asa-sul,230.000,33,Sala,,,
brasilia,asa-sul,280.000,24,Sala,,,
brasilia,asa-sul,1.850.000,170,Apartamento,3,1,1
brasilia,asa-sul,8.000.000,900,Prédio,,,
brasilia,asa-sul,1.390.000,155,Apartamento,3,,1
brasilia,asa-sul,740.000,65,Apartamento,2,,1
brasilia,asa-sul,650.000,62,Apartamento,3,,
brasilia,asa-sul,540.000,53,Apartamento,2,,
brasilia,asa-sul,2.800.000,208,Apartamento,4,2,2
brasilia,asa-sul,655.000,65,Sala,,,
brasilia,asa-sul,400.000,44,Apartamento,1,,
brasilia,asa-sul,560.000,56,Apartamento,1,1,
brasilia,asa-sul,970.000,89,Apartamento,2,1,
brasilia,asa-sul,2.600.000,211,Apartamento,4,2,1
brasilia,asa-sul,200.000,32,Sala,,,
brasilia,asa-sul,400.000,45,Sala,,,
brasilia,asa-sul,220.000,36,Sala,,1,
brasilia,asa-sul,4.000.000,530,Lote/Terreno,,,
brasilia,asa-sul,550.000,60,Apartamento,2,,
brasilia,asa-sul,2.400.000,430,Casa,4,2,4
brasilia,asa-sul,230.000,35,Sala,,,
brasilia,asa-sul,1.900.000,170,Apartamento,4,1,1
brasilia,asa-sul,410.000,41,Apartamento,1,,
brasilia,asa-sul,430.000,40,Loja,,,
brasilia,asa-sul,2.800.000,221,Apartamento,4,2,1
brasilia,asa-sul,1.595.000,120,Apartamento,3,1,1
brasilia,asa-sul,1.750.000,178,Apartamento,4,1,1
brasilia,asa-sul,34.000,12,Garagem,,1,
brasilia,asa-sul,580.000,48,Apartamento,1,,1
brasilia,asa-sul,990.000,108,Sala,,,
brasilia,asa-sul,1.450.000,348,Casa,4,1,1
brasilia,asa-sul,1.600.000,360,Casa,4,2,3
brasilia,asa-sul,490.000,63,Apartamento,3,,
brasilia,asa-sul,1.190.000,95,Apartamento,3,1,
brasilia,asa-sul,1.800.000,148,Apartamento,3,1,3
brasilia,asa-sul,680.000,82,Apartamento,3,,
brasilia,asa-sul,340.000,46,Flat,1,,
brasilia,asa-sul,1.100.000,86,Apartamento,2,1,
brasilia,asa-sul,3.100.000,283,Apartamento,4,2,3
brasilia,asa-sul,1.050.000,104,Apartamento,3,,1
brasilia,asa-sul,950.000,80,Apartamento,2,,
brasilia,asa-sul,389.940,247,Sala,,,
brasilia,asa-sul,412.000,35,Apartamento,1,,1
brasilia,asa-sul,2.250.000,160,Apartamento,4,2,2
brasilia,asa-sul,2.200.000,158,Apartamento,3,1,2
brasilia,asa-sul,350.000,29,Sala,,1,
brasilia,asa-sul,559.980,64,Sala,,2,
brasilia,asa-sul,218.000,33,Sala,,,
brasilia,asa-sul,255.000,90,Sala,,,
brasilia,asa-sul,255.000,34,Sala,,,
brasilia,asa-sul,180.000,22,Sala,,,
brasilia,asa-sul,1.885.000,198,Apartamento,4,1,
brasilia,asa-sul,180.000,35,Comercial,,,
brasilia,asa-sul,510.000,44,Apartamento,1,1,1
brasilia,asa-sul,250.000,49,Flat,1,,1
brasilia,asa-sul,470.000,63,Sala,,2,
brasilia,asa-sul,370.000,55,Apartamento,2,,
brasilia,asa-sul,2.550.000,254,Apartamento,4,1,1
brasilia,asa-sul,570.000,48,Apartamento,2,,
brasilia,asa-sul,2.500.000,236,Apartamento,3,1,1
brasilia,asa-sul,520.000,50,Apartamento,1,,1
brasilia,asa-sul,820.000,50,Flat,1,1,1
brasilia,asa-sul,299.999,28,Kitnet,,1,
brasilia,asa-sul,1.250.000,100,Sala,,1,
brasilia,asa-sul,990.000,240,Casa,3,2,1
brasilia,asa-sul,780.000,85,Apartamento,3,1,
brasilia,asa-sul,930.000,54,Apartamento,1,1,1
brasilia,asa-sul,790.000,40,Apartamento,1,1,
brasilia,asa-sul,399.000,50,Apartamento,1,1,
brasilia,asa-sul,1.090.000,105,Apartamento,3,1,1
brasilia,asa-sul,680.000,48,Apartamento,1,1,1
brasilia,asa-sul,950.000,49,Flat,1,1,1
brasilia,asa-sul,625.000,60,Apartamento,2,,1
brasilia,asa-sul,1.290.000,140,Apartamento,3,,1
brasilia,asa-sul,490.000,42,Loja,,,
brasilia,asa-sul,1.100.000,121,Apartamento,3,,
brasilia,asa-sul,630.000,70,Loja,,1,
brasilia,asa-sul,4.400.000,250,Apartamento,2,2,2
brasilia,asa-sul,1.240.000,100,Apartamento,2,1,1
brasilia,asa-sul,230.000,26,Kitnet,1,,
brasilia,asa-sul,370.000,50,Apartamento,2,,
brasilia,asa-sul,7.000.000,788,Lote/Terreno,,,
brasilia,asa-sul,220.000,27,Sala,,2,
brasilia,asa-sul,4.950.000,1000,Lote/Terreno,,,
brasilia,asa-sul,1.300.000,112,Apartamento,3,1,1
brasilia,asa-sul,1.100.000,200,Casa,5,2,3
brasilia,asa-sul,1.850.000,235,Apartamento,4,,1
brasilia,asa-sul,2.000.000,210,Sala,,5,
brasilia,asa-sul,1.800.000,150,Apartamento,4,1,3
brasilia,asa-sul,290.000,45,Sala,,1,
brasilia,asa-sul,1.150.000,82,Apartamento,2,,1
brasilia,asa-sul,1.250.000,170,Casa,3,1,1
brasilia,asa-sul,860.000,106,Sala,,,
brasilia,asa-sul,510.000,54,Apartamento,3,,
brasilia,asa-sul,1.192.000,149,Apartamento,3,,1
brasilia,asa-sul,350.000,32,Flat,1,1,1
brasilia,asa-sul,200.000,36,Sala,,1,
brasilia,asa-sul,2.000.000,195,Apartamento,4,1,1
brasilia,asa-sul,200.000,58,Sala,,,
brasilia,asa-sul,1.150.000,140,Apartamento,3,,1
brasilia,asa-sul,1.250.000,320,Casa,4,1,2
brasilia,asa-sul,3.620.000,362,Sala,,2,
brasilia,asa-sul,75.000,34,Loja,,,
brasilia,asa-sul,1.290.000,156,Apartamento,2,1,1
brasilia,asa-sul,2.390.000,360,Casa,3,4,3
brasilia,asa-sul,695.000,81,Apartamento,3,,1
brasilia,asa-sul,895.000,121,Apartamento,2,,
brasilia,asa-sul,880.000,80,Apartamento,3,,3
brasilia,asa-sul,740.000,80,Sala,,1,
brasilia,asa-sul,550.000,252,Loja,,,
brasilia,asa-sul,1.297.000,279,Casa,5,2,1
brasilia,asa-sul,1.299.000,127,Apartamento,3,1,1
brasilia,asa-sul,350.000,43,Flat,1,,
brasilia,asa-sul,3.600.000,235,Apartamento,4,4,4
brasilia,asa-sul,600.000,60,Apartamento,2,,
brasilia,asa-sul,1.297.000,279,Casa,7,2,1
brasilia,asa-sul,1.850.000,250,Casa,3,1,1
brasilia,asa-sul,1.650.000,172,Apartamento,3,1,1
brasilia,asa-sul,170.000,33,Sala,,1,
brasilia,asa-sul,599.000,64,Apartamento,3,,1
brasilia,asa-sul,230.000,31,Sala,,1,
brasilia,asa-sul,365.000,46,Sala,,,
brasilia,asa-sul,1.790.000,178,Apartamento,4,1,1
brasilia,asa-sul,2.700.000,191,Apartamento,3,1,1
brasilia,asa-sul,400.000,44,Apartamento,2,,
brasilia,asa-sul,1.900.000,170,Apartamento,4,,1
